"ID";"regiao.wgts";"P02";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P22_A";"P22_B";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"P35";"P36";"P38";"P39";"P40";"P41";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V13";"V14";"V15";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts";"porte.wgts"
"687";5;53;3;3;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;3;4;1;1;1;1;2;1;2;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;74;2;4;2;2;2;2;2;;1;97;2;"624691.97513099";"1496665.07427252";"1926584.00950762";"2810671.34868652";0,323927037936368;10275,966991046;5;4;2;3
"688";3;32;2;3;1;1;3;"1";"1";"1";"1";"2";"1";"1";"2";2;3;3;1;1;2;1;2;3;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;66;1;2;2;2;2;2;2;;1;2;1;"21435571.5784308";"10873729.3575279";"10487709.0241656";"8084671.29925415";2,13703860384286;139567,035036347;5;1;1;1
"689";5;51;2;1;2;1;3;"2";"2";"2";"2";"1";"2";"2";"2";2;2;5;1;2;2;2;2;2;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;1;2;2;2;2;2;2;2;7;3;1;1;6;1;28;1;3;1;1;;;;5;1;3;4;"2544897.92588269";"1628314.05813775";"1927007.87039979";"1954125.97753969";0,451813366522763;19414,8735406503;1;3;1;2
"690";4;41;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;4;1;1;1;1;2;3;1;"1";"1";"1";"1";"1";1;2;2;1;2;2;5;;;;2;2;2;2;2;2;2;2;2;2;1;97;1;2;1;2;2;2;1;2;2;2;2;2;2;2;3;3;1;1;1;2;32;3;4;1;1;;;;5;3;4;1;"2358209.30927529";"2252075.16102183";"3392772.73855813";"5811472.35270075";0,573227083572636;9262,82646075488;2;4;4;2
"691";1;11;2;3;1;1;3;"2";"1";"2";"2";"2";"2";"2";"2";2;2;3;1;1;1;2;2;2;2;"2";"2";"2";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;2;2;1;1;36;4;2;2;2;2;1;1;;4;2;4;"99531.21371288";"1410601.17309659";"2267202.44555839";"2061622.47029637";0,21035526357934;916,521386096422;2;1;3;3
"692";5;51;2;2;1;1;1;"2";"2";"2";"1";"2";"2";"2";"2";2;1;1;1;1;2;1;2;1;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;2;1;23;4;3;2;2;2;1;2;;2;97;4;"78306.69625606";"1628314.05813775";"1087421.42160812";"2153020.05470942";0,225906683261382;2361,10789956616;1;2;3;1
"693";5;51;2;1;2;3;3;"2";"2";"2";"2";"2";"2";"1";"2";2;1;3;1;1;2;2;2;2;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;18;2;3;2;1;;;;1;1;2;4;"624691.97513099";"1628314.05813775";"1087421.42160812";"1954125.97753969";0,225906683261382;6257,56929795801;1;2;2;2
"694";2;21;3;2;1;1;4;"2";"1";"2";"2";"2";"2";"2";"2";3;3;3;1;1;1;1;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;68;3;3;1;2;2;2;2;;1;2;4;"14898000.1979184";"5236594.20628577";"7259394.23046714";"5881277.34048095";0,270410398298961;14664,8583630616;5;3;4;3
"695";3;35;3;1;1;1;2;"2";"2";"2";"1";"2";"2";"2";"2";2;1;2;1;1;2;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;28;3;3;1;2;2;2;2;;2;2;4;"14014348.5743857";"8292998.1115813";"12322615.2408783";"16041980.2259275";6,8739652622677;160985,915856937;1;3;4;3
"696";4;41;3;3;1;1;4;"2";"1";"2";"2";"1";"2";"2";"1";1;1;2;1;1;1;2;1;1;1;"2";"2";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;3;1;1;2;1;55;1;3;2;2;2;2;2;;1;4;1;"10072401.6435758";"2356901.94647081";"2041883.72723215";"2443804.96747532";0,559688106577048;8266,28525153298;4;2;1;3
"697";2;21;2;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;4;1;1;1;1;97;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;46;1;4;1;1;;;;7;1;5;2;"6273888.68778369";"4595041.07124126";"4208133.6330169";"5881277.34048095";0,661613246968632;8467,70744422435;3;4;1;3
"698";5;52;2;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;1;1;1;2;2;1;"1";"1";"1";"1";"1";1;1;2;1;2;1;3;;;;2;2;2;1;1;1;1;1;1;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;2;1;3;1;57;1;3;1;2;1;;;5;1;2;4;"2544897.92588269";"1170024.49772926";"1927007.87039979";"2810671.34868652";0,255743900242304;5798,06184473964;4;3;1;3
"699";3;33;2;3;2;1;3;"2";"2";"1";"1";"2";"2";"2";"2";2;2;3;1;1;2;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;2;1;2;21;2;3;1;2;2;2;1;;2;2;3;"3707808.66257895";"8292998.1115813";"12322615.2408783";"16041980.2259275";1,35193633479635;60937,4811080727;1;3;2;3
"700";1;15;2;2;2;1;3;"1";"2";"1";"1";"1";"1";"1";"2";1;2;3;2;2;2;2;2;3;1;"1";"2";"1";"1";"1";1;1;2;1;1;1;1;2;;97;1;1;2;2;2;1;1;2;1;2;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;1;2;1;60;1;4;1;1;;;;2;2;2;2;"1440823.54572169";"1283987.89409637";"1499244.44762391";"2363871.19571558";0,179930621055583;13292,652988331;5;4;1;1
"701";4;41;2;1;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;4;2;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;1;2;1;34;3;4;1;1;;;;1;2;3;2;"2358209.30927529";"2252075.16102183";"3392772.73855813";"2443804.96747532";0,559688106577048;5502,9562086826;2;4;4;3
"702";5;53;3;1;1;1;3;"2";"1";"2";"1";"2";"2";"2";"2";1;2;2;1;2;2;2;2;1;1;"2";"2";"1";"2";"2";1;2;2;1;2;2;97;;;;2;2;1;2;2;2;2;2;1;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;40;2;4;1;2;1;;;3;2;2;4;"624691.97513099";"1357583.87039275";"1926584.00950762";"2810671.34868652";0,333634274987034;6368,2335974207;3;4;2;3
"703";3;35;2;1;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;3;1;2;1;2;2;1;1;"1";"2";"1";"2";"2";1;2;2;1;2;2;5;;;;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;17;3;3;2;2;2;2;2;;4;97;4;"14014348.5743857";"8292998.1115813";"5696273.08719308";"16041980.2259275";1,87179217291575;27983,6350521632;1;2;4;3
"704";5;52;2;1;1;1;4;"1";"2";"2";"2";"2";"2";"2";"2";2;3;3;1;2;2;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;3;2;1;6;1;35;3;2;1;1;;;;3;1;3;1;"3669920.78366589";"1265229.88040335";"1087421.42160812";"1954125.97753969";0,333634274987034;5586,11318097566;2;2;4;2
"705";2;29;3;1;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";3;3;4;1;2;1;1;2;2;1;"2";"2";"1";"2";"2";1;1;1;1;2;2;1;1;;;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;31;2;3;1;2;2;2;2;;4;2;97;"2834846.37084543";"4474385.18221597";"7259394.23046714";"5881277.34048095";1,74083450526996;23769,0731992616;2;3;2;3
"706";5;51;3;1;1;1;4;"2";"2";"2";"2";"1";"2";"1";"2";2;3;5;1;1;1;1;2;1;1;"1";"2";"2";"1";"2";1;2;2;1;2;2;1;2;;1;1;2;2;2;1;2;1;2;1;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;1;3;1;1;4;1;73;0;2;2;1;;;;2;1;2;4;"3669920.78366589";"1496665.07427252";"1976804.0794201";"2153020.05470942";0,225906683261382;18463,2273155553;5;1;4;1
"707";2;26;3;1;1;2;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;2;2;1;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;35;1;4;2;1;;;;4;2;3;4;"6273888.68778369";"4474385.18221597";"4208133.6330169";"7731021.03806011";0,695186851079864;16433,8404077309;2;4;1;2
"708";2;24;2;1;1;97;3;"2";"2";"2";"1";"1";"2";"2";"2";2;3;4;1;1;2;2;2;1;1;"1";"2";"1";"2";"2";1;1;2;2;2;2;2;;2;1;1;2;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;1;1;1;1;26;3;3;1;1;;;;5;4;2;4;"14898000.1979184";"6037267.85338051";"7259394.23046714";"7731021.03806011";0,693394436865896;38904,2751381266;1;3;4;2
"709";3;33;2;2;2;1;4;"2";"2";"2";"1";"2";"2";"2";"2";1;2;3;1;1;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;1;1;34;1;3;2;2;2;2;2;;2;2;3;"21435571.5784308";"6626547.21734997";"5696273.08719308";"16041980.2259275";4,05580900438904;61168,4628296218;2;2;1;3
"710";3;31;3;2;1;1;3;"2";"2";"2";"2";"1";"2";"2";"2";2;2;5;1;2;2;2;2;2;1;"1";"2";"2";"2";"2";1;1;2;2;2;2;1;1;;;2;2;1;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;1;2;1;46;0;4;1;1;;;;2;2;5;4;"14014348.5743857";"7214590.0083199";"11219551.754314";"8084671.29925415";1,37301394574092;19894,0596473705;3;4;4;1
"711";5;51;3;9;1;1;2;"2";"2";"2";"1";"2";"2";"2";"2";2;3;3;2;2;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;1;73;3;1;;2;2;1;2;;2;2;2;"3669920.78366589";"1496665.07427252";"1976804.0794201";"1954125.97753969";0,225906683261382;10550,9840487801;5;1;4;2
"712";4;42;2;1;1;2;3;"2";"1";"2";"1";"2";"1";"1";"2";2;2;2;1;1;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;27;3;3;1;1;;;;3;1;3;4;"2358209.30927529";"2651313.51254732";"3480847.43992385";"5811472.35270075";0,455385003963667;15184,7950062017;1;3;4;2
"713";1;15;3;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;1;5;1;1;2;1;2;2;1;"2";"2";"1";"2";"2";1;1;2;2;2;2;14;;;;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;2;1;2;2;2;2;2;2;2;1;1;5;1;1;1;1;2;24;2;4;2;1;;;;6;4;3;1;"549242.77217448";"2120604.22046604";"1499244.44762391";"2061622.47029637";0,359861242111166;8322,57886045476;1;4;2;3
"714";2;29;3;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;2;3;1;1;2;1;2;2;1;"1";"1";"1";"1";"1";1;1;2;2;2;2;1;2;;1;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;9;3;2;1;1;1;53;3;2;2;1;;;;3;5;2;4;"14898000.1979184";"3882757.46528652";"8995626.46137368";"5881277.34048095";0,580278168423321;17035,2732666214;4;1;4;3
"715";5;51;3;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;1;1;1;2;2;2;2;"1";"1";"2";"2";"2";1;2;1;2;2;2;1;2;;1;2;1;2;2;2;2;2;2;1;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;6;1;66;1;3;1;2;2;2;2;;1;97;2;"2544897.92588269";"1496665.07427252";"1927007.87039979";"2810671.34868652";0,225906683261382;9965,55806311205;5;3;1;3
"716";2;29;2;1;1;1;2;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;2;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;1;2;18;3;3;1;2;2;1;1;;1;2;4;"14898000.1979184";"6037267.85338051";"7259394.23046714";"7731021.03806011";1,74083450526996;97672,9851901961;1;3;4;2
"717";1;13;2;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;5;1;2;2;1;2;2;1;"1";"1";"1";"2";"1";1;1;1;1;2;1;2;;2;1;1;2;2;2;2;2;2;2;2;2;1;3;1;1;2;2;1;2;1;2;2;2;1;1;1;1;2;3;1;1;1;2;19;3;3;1;1;;;;5;2;2;1;"5164153.94647996";"2120604.22046604";"2358346.69976694";"2061622.47029637";0,22261227921727;7943,67919516019;1;3;4;3
"718";4;42;3;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;2;2;1;1;1;1;1;1;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;7;3;1;2;2;1;41;5;2;1;1;;;;5;2;3;4;"85787.20077336";"2281776.21520491";"2041883.72723215";"4835858.60259792";0,455385003963667;6501,42506432841;3;2;3;1
"719";3;33;2;3;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;2;2;2;2;2;2;1;"1";"2";"1";"2";"2";1;1;2;2;2;2;3;;;;2;1;2;2;1;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;2;2;1;36;1;2;2;1;;;;1;2;3;4;"21435571.5784308";"6626547.21734997";"10487709.0241656";"16041980.2259275";1,35193633479635;27024,6588273441;2;1;1;3
"720";5;51;3;2;1;1;4;"2";"2";"2";"1";"2";"2";"2";"1";2;3;5;2;2;2;2;2;97;1;"2";"2";"2";"1";"1";1;1;2;1;2;1;3;;;;1;1;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;5;97;1;1;97;1;43;5;2;1;2;2;1;1;;1;2;3;"78306.69625606";"1357583.87039275";"1087421.42160812";"2810671.34868652";0,225906683261382;833,433709189942;3;2;3;3
"721";1;15;2;1;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";3;1;3;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;3;97;2;19;3;3;2;1;;;;6;2;97;2;"5164153.94647996";"2120604.22046604";"1128957.88513977";"2061622.47029637";0,179930621055583;4954,16999305514;1;2;4;3
"722";3;31;2;3;2;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;2;3;1;1;2;1;2;2;1;"1";"1";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;2;2;1;33;1;4;1;1;;;;2;2;4;2;"21435571.5784308";"6626547.21734997";"11219551.754314";"15599497.5813694";3,91384581356521;75156,1364724776;2;4;1;2
"723";2;21;3;1;1;1;3;"2";"2";"2";"2";"2";"1";"2";"2";2;2;2;1;1;2;2;2;1;1;"2";"2";"2";"1";"2";1;1;2;2;2;2;1;2;;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;3;1;34;3;3;1;1;;;;1;2;4;4;"14898000.1979184";"4474385.18221597";"7259394.23046714";"7731021.03806011";0,661613246968632;23435,1781185573;2;3;4;2
"724";4;41;3;1;3;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;3;5;2;2;2;2;2;2;1;"1";"2";"2";"2";"2";1;1;2;2;2;2;97;;;;2;2;1;2;2;2;2;2;1;2;2;6;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;3;1;1;2;1;61;1;3;1;1;;;;5;5;2;4;"10072401.6435758";"3549069.08752912";"3480847.43992385";"5811472.35270075";1,14645416714527;61130,3562438218;5;3;1;2
"725";4;43;2;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;3;2;2;2;2;2;2;3;1;"1";"1";"1";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;2;1;53;1;3;97;1;;;;3;2;97;3;"10072401.6435758";"2356901.94647081";"3480847.43992385";"5811472.35270075";0,222103148077276;7746,14725378496;4;3;1;2
"726";2;25;2;1;1;1;3;"2";"2";"2";"1";"1";"2";"2";"2";2;2;3;1;2;2;2;2;1;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;2;97;2;18;3;3;2;2;2;1;1;;4;3;1;"14898000.1979184";"6037267.85338051";"3762891.45355231";"10613747.399869";0,66433961503718;32837,1680382121;1;2;4;1
"727";4;43;1;5;3;2;2;"2";"1";"2";"2";"2";"2";"2";"2";1;1;2;1;1;1;1;1;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;35;2;4;1;1;;;;5;1;4;2;"574737.76914959";"2252075.16102183";"3392772.73855813";"4835858.60259792";0,426501513466645;9237,60137758118;2;4;2;1
"728";2;27;2;1;2;2;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;97;1;1;1;2;1;2;2;"2";"2";"1";"2";"2";1;1;2;2;2;2;18;;;;2;1;2;1;2;2;2;2;2;2;2;5;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;2;34;1;3;1;1;;;;1;1;3;2;"6273888.68778369";"4474385.18221597";"7259394.23046714";"10613747.399869";1,13403310556005;75919,4006084892;2;3;1;1
"729";4;41;2;1;2;1;4;"1";"2";"2";"2";"2";"2";"2";"2";2;3;3;2;1;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;97;2;1;57;1;3;1;1;;;;97;1;2;97;"10072401.6435758";"2356901.94647081";"3480847.43992385";"5811472.35270075";0,839532159865571;29279,8179175031;4;3;1;2
"730";5;50;2;1;2;1;3;"2";"2";"2";"2";"2";"2";"1";"1";2;2;4;2;2;2;1;2;1;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;1;2;1;22;1;4;2;2;2;2;2;;2;2;4;"2544897.92588269";"1628314.05813775";"1926584.00950762";"2810671.34868652";0,182984706628559;4660,00337579855;1;4;1;3
"731";2;22;3;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;5;1;1;1;2;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;2;2;1;52;3;2;1;2;1;;;3;1;2;4;"14898000.1979184";"3882757.46528652";"3762891.45355231";"7731021.03806011";0,609870137814548;16072,811695718;4;2;4;2
"732";2;26;3;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;2;2;1;1;2;1;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;1;2;2;2;2;1;1;4;2;1;2;1;2;19;1;3;1;1;;;;6;2;97;4;"6273888.68778369";"6037267.85338051";"7259394.23046714";"7731021.03806011";1,39037370215973;84166,0062259813;1;3;1;2
"733";4;41;2;1;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";2;2;5;1;1;1;2;2;3;1;"1";"2";"2";"2";"2";1;1;2;2;2;2;3;;;;2;2;2;2;1;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;15;3;1;97;2;2;36;5;4;2;1;;;;5;1;97;4;"85787.20077336";"2252075.16102183";"3392772.73855813";"4835858.60259792";1,82154001585467;28676,8223698358;2;4;3;1
"734";3;31;3;3;1;1;4;"2";"1";"2";"1";"1";"1";"1";"2";1;3;3;1;1;2;2;2;1;1;"1";"2";"1";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;1;38;3;3;97;2;2;1;1;;2;2;4;"14014348.5743857";"6626547.21734997";"12322615.2408783";"8084671.29925415";2,74602789148185;53837,2758754231;2;3;4;1
"735";2;21;2;1;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";2;3;3;1;2;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;3;1;1;29;3;3;1;2;2;2;2;;4;2;4;"14898000.1979184";"6037267.85338051";"7259394.23046714";"7731021.03806011";0,661613246968632;37121,128215909;1;3;4;2
"736";3;33;3;1;1;1;4;"2";"1";"2";"2";"2";"2";"2";"2";2;2;3;1;1;1;97;2;1;3;;;;;;1;1;2;2;2;2;3;;;;2;2;2;2;2;2;2;2;2;2;1;5;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;1;61;3;2;1;2;2;2;2;;2;2;4;"14014348.5743857";"10873729.3575279";"5696273.08719308";"16041980.2259275";1,35193633479635;30133,5722808043;5;2;4;3
"737";4;42;2;2;2;1;3;"1";"1";"1";"1";"1";"2";"1";"2";2;97;2;2;2;1;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;4;1;76;1;2;97;2;2;2;2;;1;3;2;"10072401.6435758";"3549069.08752912";"4175632.01705986";"5811472.35270075";0,455385003963667;31170,6510641104;5;1;1;2
"738";3;35;2;2;2;1;3;"2";"1";"1";"1";"2";"2";"2";"2";2;3;5;1;1;1;1;2;2;1;"1";"2";"1";"2";"2";1;1;2;1;2;2;1;2;;1;2;2;2;1;2;2;2;2;1;2;2;6;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;1;5;1;54;3;2;2;2;1;;;3;2;2;4;"14014348.5743857";"6718284.41177193";"10487709.0241656";"15599497.5813694";1,87179217291575;53436,3470327297;4;1;4;2
"739";1;15;2;97;2;97;4;"2";"2";"2";"1";"2";"2";"2";"2";2;1;3;2;1;2;2;2;97;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;2;2;2;1;71;5;3;1;2;2;2;2;;5;3;4;"99531.21371288";"1283987.89409637";"2358346.69976694";"2061622.47029637";0,53979186316675;3914,77777163273;5;3;3;3
"740";2;26;3;1;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";2;3;5;2;2;2;2;2;1;3;;;;;;1;2;2;1;2;2;1;2;;97;2;2;2;2;1;2;2;2;2;2;2;4;2;2;2;2;2;2;1;1;2;2;1;2;2;2;7;2;1;1;2;1;49;3;3;2;2;1;;;5;2;2;4;"14898000.1979184";"4595041.07124126";"3762891.45355231";"7731021.03806011";0,695186851079864;13260,4382948956;3;2;4;2
"741";5;50;2;1;2;1;3;"1";"1";"1";"2";"1";"2";"2";"2";2;2;3;1;2;2;1;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;2;2;32;1;4;1;1;;;;7;4;4;1;"2544897.92588269";"1265229.88040335";"1926584.00950762";"2810671.34868652";0,182984706628559;3416,01252219294;2;4;1;3
"742";4;41;3;9;1;1;4;"2";"1";"1";"1";"1";"1";"1";"2";2;3;5;1;2;1;1;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;2;1;2;1;76;1;2;1;2;2;2;2;;1;2;4;"10072401.6435758";"3549069.08752912";"2041883.72723215";"2443804.96747532";0,559688106577048;12638,0358462505;5;2;1;3
"743";1;15;2;3;2;2;3;"2";"2";"2";"2";"1";"2";"2";"2";2;1;2;1;1;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;2;6;1;19;2;3;2;2;2;1;2;;2;2;2;"549242.77217448";"2120604.22046604";"1128957.88513977";"2061622.47029637";0,179930621055583;4355,83830660254;1;2;2;3
"744";2;29;3;3;1;1;4;"2";"2";"2";"2";"2";"2";"1";"2";2;2;4;1;2;2;2;2;2;2;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;2;1;2;23;2;3;1;1;;;;2;2;3;3;"2834846.37084543";"6037267.85338051";"7259394.23046714";"5881277.34048095";0,580278168423321;12550,0050869315;1;3;2;3
"745";2;26;3;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;1;2;1;1;2;1;2;1;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;31;4;3;1;2;1;;;5;1;2;2;"219310.52186252";"4474385.18221597";"7259394.23046714";"7731021.03806011";0,695186851079864;4872,6264830019;2;3;3;2
"746";4;43;2;1;1;1;3;"2";"2";"2";"2";"2";"2";"1";"2";2;2;5;2;2;2;2;2;2;1;"1";"2";"2";"2";"2";1;1;2;1;2;2;1;2;;1;1;2;2;2;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;97;2;1;45;1;4;1;1;;;;2;1;4;4;"10072401.6435758";"2281776.21520491";"3392772.73855813";"2443804.96747532";0,426501513466645;5947,15887619675;3;4;1;3
