"ID";"regiao.wgts";"P02";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P22_A";"P22_B";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"P35";"P36";"P38";"P39";"P40";"P41";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V13";"V14";"V15";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts";"porte.wgts"
"1343";5;51;2;3;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;4;1;1;2;2;2;1;1;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;1;1;25;3;3;1;1;;;;2;1;3;4;"3669920.78366589";"1628314.05813775";"1927007.87039979";"1954125.97753969";0,225906683261382;7216,58908468276;1;3;4;2
"1344";3;31;3;2;1;1;4;"2";"1";"1";"1";"1";"1";"2";"2";2;1;1;1;1;2;2;2;3;1;"1";"1";"2";"1";"1";1;1;2;2;2;2;1;1;;;2;1;1;2;1;2;2;2;1;2;2;5;2;2;2;2;2;2;2;1;2;2;2;2;2;2;5;1;1;1;2;1;38;3;3;1;2;2;1;1;;2;2;2;"14014348.5743857";"6626547.21734997";"12322615.2408783";"8084671.29925415";1,37301394574092;26918,6379377115;2;3;4;1
"1345";5;52;3;2;1;1;4;"2";"1";"2";"1";"1";"2";"2";"2";2;1;3;1;1;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;4;1;76;0;5;;2;2;2;2;;2;2;97;"3669920.78366589";"1496665.07427252";"1976804.0794201";"1954125.97753969";0,255743900242304;11944,5329065686;5;1;4;2
"1346";5;52;3;1;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";1;2;5;1;1;1;1;2;2;1;"1";"2";"1";"2";"2";1;1;2;1;2;2;1;2;;1;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;6;1;41;3;3;1;1;;;;2;1;3;4;"3669920.78366589";"1357583.87039275";"1927007.87039979";"2153020.05470942";0,255743900242304;11885,0653180644;3;3;4;1
"1347";4;43;3;9;3;1;2;"2";"2";"1";"1";"2";"2";"2";"2";1;1;5;1;1;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;1;1;2;2;2;9;3;2;1;4;1;77;1;2;1;2;2;2;2;;1;97;2;"10072401.6435758";"3549069.08752912";"2041883.72723215";"5811472.35270075";0,85300302693329;31655,6273221763;5;2;1;2
"1348";5;50;1;97;3;97;2;"2";"2";"2";"1";"2";"2";"2";"2";2;1;1;1;1;1;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;2;1;30;3;3;2;2;2;2;2;;2;2;4;"3669920.78366589";"1265229.88040335";"1087421.42160812";"1954125.97753969";0,914923533142793;15318,7690571432;2;2;4;2
"1349";3;31;3;1;2;1;3;"2";"2";"2";"1";"2";"1";"2";"2";2;2;2;1;1;2;2;2;1;1;"1";"2";"1";"2";"2";1;1;1;1;1;1;1;2;;1;2;1;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;2;6;1;46;1;3;1;1;;;;5;2;3;4;"21435571.5784308";"7214590.0083199";"12322615.2408783";"15599497.5813694";2,74602789148185;99425,4674967344;3;3;1;2
"1350";5;50;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;1;1;2;2;1;"1";"1";"1";"2";"1";1;1;1;1;2;1;5;;;;1;1;2;2;1;2;2;1;1;1;2;1;1;1;1;2;1;2;1;1;2;2;1;1;1;1;2;3;2;1;1;1;30;3;3;1;1;;;;5;3;2;4;"3669920.78366589";"1265229.88040335";"1927007.87039979";"2153020.05470942";0,365969413257117;14996,6950508976;2;3;4;1
"1351";2;26;3;3;1;1;3;"1";"2";"2";"1";"1";"2";"2";"1";2;2;5;1;1;2;2;2;3;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;40;0;2;1;1;;;;5;1;2;97;"14898000.1979184";"4595041.07124126";"3762891.45355231";"10613747.399869";0,695186851079864;23229,1142497003;3;2;4;1
"1352";3;35;2;1;1;1;3;"2";"2";"1";"2";"1";"2";"2";"2";2;2;5;1;2;1;2;2;3;2;"1";"2";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;1;2;1;47;3;2;2;2;2;2;2;;1;5;4;"14014348.5743857";"7214590.0083199";"10487709.0241656";"15599497.5813694";1,87179217291575;35132,2602923293;3;1;4;2
"1353";5;52;3;3;1;1;4;"2";"2";"2";"1";"2";"2";"2";"2";3;3;2;1;1;2;1;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;1;4;1;63;1;1;;2;1;;;7;1;2;2;"2544897.92588269";"1496665.07427252";"1976804.0794201";"1954125.97753969";0,148645839597536;9338,76052364066;5;1;1;2
"1354";3;33;3;9;1;1;4;"1";"2";"2";"1";"2";"2";"2";"2";2;1;3;1;2;1;97;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;3;1;1;47;0;1;;2;2;1;2;;1;2;4;"14014348.5743857";"7214590.0083199";"10487709.0241656";"15599497.5813694";1,35193633479635;25374,9213721393;3;1;4;2
"1355";4;43;3;3;1;1;3;"2";"2";"2";"2";"1";"2";"1";"2";2;2;5;2;2;1;2;2;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;3;1;2;6;2;46;1;2;1;1;;;;5;3;3;4;"10072401.6435758";"2281776.21520491";"2041883.72723215";"4835858.60259792";0,426501513466645;13635,855905783;3;2;1;1
"1356";3;31;3;2;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";3;3;4;1;2;2;2;2;97;2;"2";"2";"2";"1";"1";1;2;1;1;2;1;1;2;;3;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;2;1;1;2;2;1;2;1;1;1;1;1;1;2;1;66;0;5;;2;2;1;2;;2;2;4;"14014348.5743857";"10873729.3575279";"10487709.0241656";"8084671.29925415";1,37301394574092;54939,0747349254;5;1;4;1
"1357";2;22;2;1;1;1;2;"2";"1";"2";"2";"2";"1";"2";"2";2;1;2;1;1;1;2;2;3;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;1;1;56;2;3;1;1;;;;5;1;2;2;"2834846.37084543";"3882757.46528652";"7259394.23046714";"10613747.399869";0,609870137814548;42683,2865225026;4;3;2;1
"1358";2;26;1;97;1;1;2;"2";"2";"1";"2";"1";"2";"2";"2";2;3;5;1;1;1;2;2;1;2;"1";"2";"1";"2";"2";1;2;2;2;2;1;1;2;;1;1;2;2;1;2;2;2;2;2;2;2;5;2;1;1;2;2;2;1;2;2;2;1;2;1;1;2;1;1;1;1;1;39;3;4;1;1;;;;2;1;2;4;"14898000.1979184";"4474385.18221597";"4208133.6330169";"7731021.03806011";0,695186851079864;15231,7872507875;2;4;4;2
"1359";5;52;3;1;1;1;3;"2";"1";"2";"1";"2";"1";"2";"2";2;2;5;1;1;1;2;2;1;1;"1";"1";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;1;2;16;3;3;2;2;2;2;1;;4;3;4;"3669920.78366589";"1628314.05813775";"1087421.42160812";"2810671.34868652";0,255743900242304;4340,12531265347;1;2;4;3
"1360";1;13;3;1;1;1;4;"2";"1";"2";"1";"2";"2";"2";"2";2;2;4;2;2;2;2;2;1;1;"1";"2";"2";"2";"1";1;1;2;1;2;2;15;;;;2;2;1;1;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;1;2;2;2;2;1;1;4;3;1;1;2;1;39;3;4;2;2;2;1;1;;2;2;4;"5164153.94647996";"1410601.17309659";"1499244.44762391";"2061622.47029637";0,22261227921727;2802,16841165983;2;4;4;3
"1361";5;51;2;1;1;2;3;"2";"1";"2";"1";"1";"2";"2";"2";2;1;2;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;23;3;4;2;1;;;;6;1;2;4;"3669920.78366589";"1628314.05813775";"1926584.00950762";"1954125.97753969";0,242034712490114;6167,1620951815;1;4;4;2
"1362";1;15;3;2;2;1;4;"2";"1";"2";"2";"1";"1";"2";"2";1;3;3;1;1;1;1;2;1;1;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;1;2;2;2;2;2;2;1;1;11;3;1;3;2;1;75;3;2;1;2;2;2;2;;1;3;1;"5164153.94647996";"1283987.89409637";"1128957.88513977";"2828257.81207705";0,179930621055583;9275,11246562266;5;2;4;2
"1363";4;42;2;1;1;1;3;"2";"2";"2";"2";"1";"2";"1";"2";2;1;97;1;2;1;1;2;1;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;1;2;17;1;3;2;2;2;1;2;;2;97;4;"10072401.6435758";"2651313.51254732";"2041883.72723215";"2443804.96747532";0,910770007927334;19255,3342327253;1;2;1;3
"1364";4;42;1;97;1;3;1;"2";"1";"2";"1";"1";"2";"2";"2";1;2;3;1;2;2;2;1;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;1;1;3;3;1;1;3;1;70;1;3;1;2;2;2;2;;4;5;2;"10072401.6435758";"3549069.08752912";"3480847.43992385";"2443804.96747532";0,455385003963667;14774,4766846622;5;3;1;3
"1365";3;31;2;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;1;3;2;1;2;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;1;2;2;2;4;3;1;1;1;1;34;3;3;2;2;2;1;1;;1;2;2;"14014348.5743857";"6626547.21734997";"5696273.08719308";"15599497.5813694";1,37301394574092;16470,9389004741;2;2;4;2
"1366";1;13;2;1;2;2;2;"2";"1";"2";"2";"2";"2";"2";"2";2;3;2;1;1;1;1;2;2;1;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;1;1;1;1;38;3;3;1;1;;;;7;2;2;2;"5164153.94647996";"1410601.17309659";"2358346.69976694";"2061622.47029637";0,22261227921727;3801,41089239919;2;3;4;3
"1367";4;41;3;1;1;1;3;"2";"2";"1";"1";"2";"2";"1";"2";2;1;3;1;1;1;1;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;1;2;19;5;3;1;1;;;;6;2;97;4;"85787.20077336";"2651313.51254732";"3480847.43992385";"2443804.96747532";0,573227083572636;7775,65403866579;1;3;3;3
"1368";2;26;3;3;1;1;3;"1";"1";"2";"2";"2";"2";"2";"2";2;1;3;1;2;2;2;2;1;1;"1";"1";"1";"1";"1";1;2;2;1;2;1;15;;;;2;2;2;2;2;2;1;2;2;2;2;4;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;3;1;1;1;1;32;1;4;1;1;;;;2;1;3;4;"6273888.68778369";"4474385.18221597";"4208133.6330169";"5881277.34048095";0,695186851079864;8309,11438306379;2;4;1;3
"1369";4;42;2;1;2;2;4;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;2;1;2;2;1;2;"1";"2";"2";"2";"2";1;1;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;39;0;1;;1;;;;1;2;2;97;"2358209.30927529";"2252075.16102183";"4175632.01705986";"2443804.96747532";0,455385003963667;7906,29287835967;2;1;4;3
"1370";3;31;1;2;1;2;3;"2";"1";"2";"2";"1";"1";"2";"2";2;2;3;1;1;1;1;2;1;2;"2";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;1;2;1;47;3;2;1;1;;;;4;1;3;4;"14014348.5743857";"7214590.0083199";"5696273.08719308";"16041980.2259275";0,978461453391301;10672,8609088573;3;2;4;3
"1371";2;23;2;2;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;3;1;1;1;1;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;2;4;1;46;3;2;2;1;;;;5;1;2;2;"14898000.1979184";"4595041.07124126";"8995626.46137368";"7731021.03806011";1,91289660863057;80387,8733618119;3;1;4;2
"1372";1;15;3;1;1;1;3;"2";"1";"2";"2";"2";"2";"1";"2";2;3;1;1;1;2;2;2;2;1;"2";"1";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;1;2;1;36;3;3;1;1;;;;1;2;2;4;"5164153.94647996";"1410601.17309659";"2358346.69976694";"2061622.47029637";0,179930621055583;3072,56286653114;2;3;4;3
"1373";4;43;3;2;1;2;4;"2";"2";"2";"1";"2";"2";"2";"2";2;2;1;1;1;2;1;2;1;2;"1";"2";"2";"2";"2";1;1;2;2;2;2;3;;;;2;1;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;6;1;1;1;1;1;40;1;2;2;2;2;1;1;;1;2;4;"10072401.6435758";"2281776.21520491";"4175632.01705986";"2443804.96747532";2,13250756733323;52507,7899927926;3;1;1;3
"1374";5;52;3;3;2;1;3;"2";"1";"2";"1";"2";"2";"2";"2";2;1;3;1;2;1;2;2;1;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;2;1;48;3;4;1;2;2;2;2;;2;2;1;"3669920.78366589";"1357583.87039275";"1926584.00950762";"2810671.34868652";0,511487800484608;8050,31482012066;3;4;4;3
"1375";3;35;2;1;1;1;3;"2";"1";"2";"1";"1";"2";"2";"2";2;2;3;1;1;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;3;1;2;22;1;4;2;2;2;2;2;;4;3;4;"21435571.5784308";"8292998.1115813";"11219551.754314";"16041980.2259275";1,87179217291575;44794,1659243884;1;4;1;3
"1376";3;31;2;1;1;1;2;"2";"2";"2";"1";"2";"2";"2";"2";1;1;3;2;1;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;1;1;2;2;2;1;1;1;2;2;1;1;1;1;30;1;2;2;2;2;1;1;;1;2;2;"21435571.5784308";"6626547.21734997";"10487709.0241656";"8084671.29925415";1,37301394574092;37173,8064497344;2;1;1;1
"1377";5;53;2;3;1;1;3;"1";"2";"2";"1";"1";"1";"1";"2";2;2;4;1;1;2;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;2;1;79;3;4;1;2;2;2;2;;1;2;4;"3669920.78366589";"1496665.07427252";"1926584.00950762";"2810671.34868652";0,667268549974068;17454,4197585532;5;4;4;3
"1378";4;43;1;97;2;3;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;97;2;2;2;2;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;3;2;1;70;1;4;1;2;2;2;2;;3;4;2;"10072401.6435758";"3549069.08752912";"3392772.73855813";"4835858.60259792";0,426501513466645;24091,9607814456;5;4;1;1
"1379";4;43;1;1;1;1;3;"2";"1";"2";"1";"1";"1";"2";"2";2;2;5;1;2;2;2;2;1;1;"1";"2";"1";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;1;1;1;1;38;1;3;1;2;1;;;7;5;2;97;"10072401.6435758";"2252075.16102183";"3480847.43992385";"4835858.60259792";0,85300302693329;41366,8211021251;2;3;1;1
"1380";5;53;3;2;1;1;4;"2";"2";"2";"2";"1";"2";"2";"2";1;1;3;1;1;1;1;2;1;1;"1";"2";"1";"2";"2";1;1;2;2;2;2;1;1;;;1;1;1;2;1;2;2;2;2;2;2;4;1;1;1;2;2;2;2;1;2;2;1;2;2;1;3;3;2;1;2;1;50;1;3;1;1;;;;1;1;3;4;"2544897.92588269";"1170024.49772926";"1927007.87039979";"2810671.34868652";0,333634274987034;7563,94251462859;4;3;1;3
"1381";5;52;2;1;1;1;3;"1";"2";"2";"2";"2";"2";"2";"2";2;1;3;2;2;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;40;3;2;1;1;;;;5;1;3;1;"3669920.78366589";"1357583.87039275";"1087421.42160812";"2810671.34868652";0,255743900242304;3608,12030620362;3;2;4;3
"1382";4;41;2;1;2;2;3;"1";"2";"2";"1";"2";"2";"2";"2";2;1;3;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;2;1;4;1;61;3;4;2;1;;;;3;2;3;4;"2358209.30927529";"3549069.08752912";"3392772.73855813";"2443804.96747532";0,559688106577048;8817,05048279877;5;4;4;3
"1383";2;21;3;3;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";2;2;4;1;1;1;2;2;1;1;"1";"1";"1";"1";"1";1;1;1;1;1;1;7;;;;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;2;1;1;2;1;1;2;1;1;2;3;2;1;1;2;17;1;3;2;2;2;1;1;;1;2;4;"6273888.68778369";"6037267.85338051";"3762891.45355231";"7731021.03806011";0,661613246968632;20141,5628590365;1;2;1;2
"1384";5;50;2;9;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;3;1;1;1;1;2;2;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;1;2;1;40;5;4;1;1;;;;5;1;3;4;"78306.69625606";"1357583.87039275";"1926584.00950762";"2153020.05470942";0,182984706628559;1773,70809726075;3;4;3;1
"1385";2;21;3;1;1;1;3;"1";"2";"2";"1";"2";"2";"2";"2";2;2;3;2;2;2;2;2;3;2;"2";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;27;3;3;1;1;;;;1;1;2;4;"14898000.1979184";"6037267.85338051";"7259394.23046714";"7731021.03806011";0,661613246968632;37121,128215909;1;3;4;2
"1386";2;29;2;1;1;1;3;"2";"2";"2";"1";"2";"2";"2";"2";1;2;4;1;1;1;2;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;3;2;2;42;3;4;1;1;;;;5;5;97;1;"14898000.1979184";"4595041.07124126";"4208133.6330169";"10613747.399869";2,9013908421166;119244,618178522;3;4;4;1
"1387";5;51;3;1;1;1;4;"2";"1";"2";"2";"1";"2";"2";"2";1;3;3;1;1;2;2;2;1;1;"1";"1";"1";"1";"1";1;1;1;1;1;1;1;2;;1;2;1;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;38;3;4;2;1;;;;5;1;2;4;"3669920.78366589";"1265229.88040335";"1926584.00950762";"1954125.97753969";0,225906683261382;4219,58761296148;2;4;4;2
"1388";4;41;2;1;1;1;2;"2";"2";"2";"1";"1";"2";"2";"2";2;1;2;2;1;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;3;2;37;1;2;1;2;97;1;2;;1;2;2;"10072401.6435758";"2252075.16102183";"2041883.72723215";"4835858.60259792";0,573227083572636;19347,6579146544;2;2;1;1
"1389";3;31;2;3;1;1;4;"2";"1";"2";"1";"2";"2";"2";"2";2;3;3;1;1;2;2;2;1;1;"2";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;1;1;1;1;32;3;3;1;2;2;1;1;;2;2;4;"14014348.5743857";"6626547.21734997";"12322615.2408783";"8084671.29925415";1,37301394574092;26918,6379377115;2;3;4;1
"1390";2;21;3;1;1;1;3;"2";"1";"2";"2";"1";"1";"2";"2";1;3;3;1;1;2;2;2;1;1;"2";"1";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;1;2;24;3;4;1;1;;;;1;2;97;3;"14898000.1979184";"6037267.85338051";"4208133.6330169";"5881277.34048095";1,9848397409059;34829,1875277088;1;4;4;3
"1391";2;29;2;1;1;1;3;"1";"1";"2";"1";"2";"1";"2";"2";2;3;3;1;1;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;3;1;2;1;2;20;3;3;1;1;;;;1;2;97;4;"14898000.1979184";"6037267.85338051";"7259394.23046714";"5881277.34048095";0,580278168423321;16461,4800100498;1;3;4;3
"1392";1;13;3;1;1;1;3;"2";"2";"2";"2";"2";"2";"1";"2";2;2;4;1;97;97;97;1;1;1;"1";"2";"1";"1";"1";1;1;2;1;1;1;15;;;;1;2;2;2;2;2;2;1;2;2;2;3;1;1;2;2;1;2;1;2;2;2;2;2;2;2;3;1;1;2;1;2;32;2;4;1;1;;;;2;2;2;4;"549242.77217448";"1410601.17309659";"1499244.44762391";"2061622.47029637";0,22261227921727;2463,74115667606;2;4;2;3
"1393";2;29;3;3;1;1;4;"2";"2";"2";"2";"1";"2";"2";"2";2;2;3;2;2;2;2;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;6;1;44;3;3;1;2;1;;;3;1;2;4;"14898000.1979184";"4595041.07124126";"7259394.23046714";"7731021.03806011";2,32111267369328;88037,7133501749;3;3;4;2
"1394";1;16;2;1;97;1;2;"2";"1";"2";"2";"2";"2";"1";"2";1;2;3;1;2;2;2;2;3;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;3;1;1;1;1;1;30;1;3;1;1;;;;5;2;2;4;"1440823.54572169";"1410601.17309659";"2358346.69976694";"2828257.81207705";0,395308571765074;12615,3557355421;2;3;1;2
"1395";5;52;3;1;1;1;3;"2";"1";"2";"2";"1";"1";"2";"2";2;2;4;1;1;1;2;2;1;1;"1";"2";"1";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;2;1;33;1;4;1;1;;;;2;4;5;1;"2544897.92588269";"1265229.88040335";"1926584.00950762";"2810671.34868652";0,255743900242304;4774,30262779034;2;4;1;3
"1396";2;27;2;3;1;1;4;"2";"2";"2";"2";"2";"2";"2";"1";3;2;5;1;2;2;2;2;1;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;2;2;1;44;1;2;1;2;2;1;1;;2;2;97;"6273888.68778369";"4595041.07124126";"3762891.45355231";"10613747.399869";1,13403310556005;40883,2143493102;3;2;1;1
"1397";1;15;3;1;1;1;1;"2";"2";"2";"1";"2";"1";"2";"2";2;1;5;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;4;1;58;3;2;2;2;2;1;2;;2;2;97;"5164153.94647996";"1088578.61259989";"2267202.44555839";"2061622.47029637";0,179930621055583;6092,95703773469;4;1;4;3
"1398";2;25;2;2;2;1;3;"2";"2";"2";"1";"2";"2";"1";"2";2;2;3;1;2;1;1;2;2;1;"1";"2";"1";"2";"2";1;1;2;2;2;2;1;1;;;1;2;1;2;2;2;2;2;2;2;1;3;2;1;2;2;1;2;1;1;2;2;1;1;2;2;3;3;1;1;1;1;32;0;3;2;1;;;;5;4;2;2;"14898000.1979184";"4474385.18221597";"3762891.45355231";"5881277.34048095";0,66433961503718;5983,47785767692;2;2;4;3
"1399";4;43;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;2;2;2;1;2;"1";"2";"1";"1";"1";1;2;2;1;2;1;2;;2;1;1;2;2;2;1;2;2;2;2;2;2;4;1;1;1;2;2;2;1;1;2;2;2;2;2;2;2;1;1;1;1;1;28;1;3;2;1;;;;5;2;2;4;"10072401.6435758";"2651313.51254732";"2041883.72723215";"4835858.60259792";0,426501513466645;21595,2572491596;1;2;1;1
"1400";5;51;3;3;1;2;4;"2";"1";"2";"2";"2";"1";"2";"2";3;2;5;1;2;2;2;2;2;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;2;1;2;2;1;2;2;2;4;3;1;3;1;2;25;2;3;1;2;2;2;2;;1;4;4;"624691.97513099";"1628314.05813775";"1927007.87039979";"1954125.97753969";0,225906683261382;8751,90747821434;1;3;2;2
"1401";5;53;2;1;2;1;4;"2";"1";"2";"1";"1";"1";"1";"2";2;2;3;1;2;2;2;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;2;1;1;27;5;3;1;1;;;;5;4;3;4;"78306.69625606";"1628314.05813775";"1927007.87039979";"2810671.34868652";0,667268549974068;4141,53129948748;1;3;3;3
"1402";1;13;3;1;2;2;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;2;1;1;2;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;2;1;1;2;20;3;3;2;2;2;1;2;;2;97;4;"5164153.94647996";"2120604.22046604";"1128957.88513977";"2061622.47029637";0,22261227921727;6129,35734514651;1;2;4;3
